Entity,Code,Year,Men,Women
Peru,PER,1937,160.70062,149.13112
Peru,PER,1938,160.85385,149.29646
Peru,PER,1939,161.00586,149.45805
Peru,PER,1940,161.15672,149.61513
Peru,PER,1941,161.30731,149.76706
Peru,PER,1942,161.45901,149.91356
Peru,PER,1943,161.61348,150.05643
Peru,PER,1944,161.77005,150.19597
Peru,PER,1945,161.92805,150.33228
Peru,PER,1946,162.08707,150.4655
Peru,PER,1947,162.24608,150.59511
Peru,PER,1948,162.40431,150.72018
Peru,PER,1949,162.56003,150.8403
Peru,PER,1950,162.71194,150.955
Peru,PER,1951,162.859,151.06331
Peru,PER,1952,162.99982,151.16443
Peru,PER,1953,163.13406,151.25833
Peru,PER,1954,163.26158,151.34482
Peru,PER,1955,163.3832,151.42487
Peru,PER,1956,163.49944,151.49873
Peru,PER,1957,163.61179,151.567
Peru,PER,1958,163.72124,151.62988
Peru,PER,1959,163.8277,151.68779
Peru,PER,1960,163.93233,151.74158
Peru,PER,1961,164.03452,151.79126
Peru,PER,1962,164.13309,151.8369
Peru,PER,1963,164.2265,151.87756
Peru,PER,1964,164.31322,151.9121
Peru,PER,1965,164.39317,151.94046
Peru,PER,1966,164.46611,151.96318
Peru,PER,1967,164.5334,151.98146
Peru,PER,1968,164.59636,151.99579
Peru,PER,1969,164.65717,152.00853
Peru,PER,1970,164.71689,152.02014
Peru,PER,1971,164.77538,152.03242
Peru,PER,1972,164.83311,152.04626
Peru,PER,1973,164.88983,152.0627
Peru,PER,1974,164.94362,152.08272
Peru,PER,1975,164.99365,152.10536
Peru,PER,1976,165.03883,152.1297
Peru,PER,1977,165.07716,152.15565
Peru,PER,1978,165.10902,152.18367
Peru,PER,1979,165.13493,152.21445
Peru,PER,1980,165.1564,152.24948
Peru,PER,1981,165.1746,152.28864
Peru,PER,1982,165.19002,152.33188
Peru,PER,1983,165.20184,152.37856
Peru,PER,1984,165.21045,152.42711
Peru,PER,1985,165.21535,152.4762
Peru,PER,1986,165.21773,152.524
Peru,PER,1987,165.21744,152.57008
Peru,PER,1988,165.21582,152.61339
Peru,PER,1989,165.21364,152.65486
Peru,PER,1990,165.21246,152.69467
Peru,PER,1991,165.21315,152.7342
Peru,PER,1992,165.21574,152.774
Peru,PER,1993,165.21967,152.81367
Peru,PER,1994,165.22401,152.85304
Peru,PER,1995,165.22809,152.8929
Peru,PER,1996,165.23247,152.93253
Philippines,PHL,1896,154.72841,147.89569
Philippines,PHL,1897,154.85667,147.96724
Philippines,PHL,1898,154.98509,148.03906
Philippines,PHL,1899,155.11342,148.111
Philippines,PHL,1900,155.24167,148.18256
Philippines,PHL,1901,155.37033,148.25337
Philippines,PHL,1902,155.49876,148.32349
Philippines,PHL,1903,155.62666,148.39194
Philippines,PHL,1904,155.75471,148.45906
Philippines,PHL,1905,155.8822,148.52449
Philippines,PHL,1906,156.00873,148.58821
Philippines,PHL,1907,156.13477,148.64987
Philippines,PHL,1908,156.26062,148.70969
Philippines,PHL,1909,156.38618,148.76775
Philippines,PHL,1910,156.51218,148.82487
Philippines,PHL,1911,156.63927,148.88121
Philippines,PHL,1912,156.76805,148.93765
Philippines,PHL,1913,156.89749,148.99426
Philippines,PHL,1914,157.02734,149.05118
Philippines,PHL,1915,157.15651,149.10866
Philippines,PHL,1916,157.28458,149.16716
Philippines,PHL,1917,157.41179,149.2271
Philippines,PHL,1918,157.53723,149.28838
Philippines,PHL,1919,157.6593,149.35101
Philippines,PHL,1920,157.7775,149.41612
Philippines,PHL,1921,157.89195,149.48322
Philippines,PHL,1922,158.00201,149.5524
Philippines,PHL,1923,158.1084,149.62323
Philippines,PHL,1924,158.21176,149.69617
Philippines,PHL,1925,158.31505,149.77368
Philippines,PHL,1926,158.41876,149.85559
Philippines,PHL,1927,158.5229,149.9399
Philippines,PHL,1928,158.6283,150.0256
Philippines,PHL,1929,158.73427,150.11159
Philippines,PHL,1930,158.84093,150.19617
Philippines,PHL,1931,158.94827,150.27783
Philippines,PHL,1932,159.05656,150.35725
Philippines,PHL,1933,159.1671,150.43529
Philippines,PHL,1934,159.28098,150.51236
Philippines,PHL,1935,159.39847,150.58813
Philippines,PHL,1936,159.51755,150.66112
Philippines,PHL,1937,159.63733,150.73006
Philippines,PHL,1938,159.75648,150.79292
Philippines,PHL,1939,159.87361,150.8478
Philippines,PHL,1940,159.9888,150.89363
Philippines,PHL,1941,160.10292,150.93141
Philippines,PHL,1942,160.21793,150.96219
Philippines,PHL,1943,160.33582,150.98808
Philippines,PHL,1944,160.45587,151.01039
Philippines,PHL,1945,160.57764,151.02867
Philippines,PHL,1946,160.70126,151.04279
Philippines,PHL,1947,160.82579,151.05127
Philippines,PHL,1948,160.95073,151.05275
Philippines,PHL,1949,161.07463,151.04686
Philippines,PHL,1950,161.19711,151.03241
Philippines,PHL,1951,161.31624,151.00838
Philippines,PHL,1952,161.4306,150.97371
Philippines,PHL,1953,161.53963,150.92848
Philippines,PHL,1954,161.6429,150.87263
Philippines,PHL,1955,161.73969,150.80695
Philippines,PHL,1956,161.8298,150.7323
Philippines,PHL,1957,161.91373,150.65025
Philippines,PHL,1958,161.99121,150.56253
Philippines,PHL,1959,162.06178,150.47075
Philippines,PHL,1960,162.12642,150.37677
Philippines,PHL,1961,162.18509,150.28186
Philippines,PHL,1962,162.2371,150.187
Philippines,PHL,1963,162.28064,150.09248
Philippines,PHL,1964,162.31494,149.99905
Philippines,PHL,1965,162.34071,149.90854
Philippines,PHL,1966,162.3605,149.82408
Philippines,PHL,1967,162.3768,149.74773
Philippines,PHL,1968,162.39124,149.67886
Philippines,PHL,1969,162.4065,149.61694
Philippines,PHL,1970,162.42339,149.56091
Philippines,PHL,1971,162.44351,149.51123
Philippines,PHL,1972,162.46745,149.4673
Philippines,PHL,1973,162.496,149.42937
Philippines,PHL,1974,162.52927,149.39761
Philippines,PHL,1975,162.56659,149.37102
Philippines,PHL,1976,162.60657,149.34938
Philippines,PHL,1977,162.64626,149.3318
Philippines,PHL,1978,162.68521,149.31808
Philippines,PHL,1979,162.72327,149.30844
Philippines,PHL,1980,162.7613,149.30362
Philippines,PHL,1981,162.80023,149.30412
Philippines,PHL,1982,162.83968,149.30946
Philippines,PHL,1983,162.87825,149.31905
Philippines,PHL,1984,162.91487,149.33218
Philippines,PHL,1985,162.94916,149.3481
Philippines,PHL,1986,162.98149,149.36607
Philippines,PHL,1987,163.0109,149.38524
Philippines,PHL,1988,163.03798,149.40538
Philippines,PHL,1989,163.06375,149.42665
Philippines,PHL,1990,163.08875,149.44873
Philippines,PHL,1991,163.11351,149.47227
Philippines,PHL,1992,163.13782,149.49745
Philippines,PHL,1993,163.1616,149.524
Philippines,PHL,1994,163.18446,149.5516
Philippines,PHL,1995,163.20692,149.57948
Philippines,PHL,1996,163.22916,149.60783
Poland,POL,1896,163.66412,150.53938
Poland,POL,1897,163.82208,150.77747
Poland,POL,1898,163.9804,151.01588
Poland,POL,1899,164.1393,151.2542
Poland,POL,1900,164.29822,151.49268
Poland,POL,1901,164.45728,151.73071
Poland,POL,1902,164.61646,151.96819
Poland,POL,1903,164.77641,152.20473
Poland,POL,1904,164.93652,152.44016
Poland,POL,1905,165.09686,152.67455
Poland,POL,1906,165.25734,152.90773
Poland,POL,1907,165.41856,153.13988
Poland,POL,1908,165.58087,153.37093
Poland,POL,1909,165.7435,153.60118
Poland,POL,1910,165.9071,153.83128
Poland,POL,1911,166.07257,154.06194
Poland,POL,1912,166.24017,154.29364
Poland,POL,1913,166.4091,154.52657
Poland,POL,1914,166.57957,154.76053
Poland,POL,1915,166.7518,154.99565
Poland,POL,1916,166.92531,155.23215
Poland,POL,1917,167.09978,155.47044
Poland,POL,1918,167.27437,155.7091
Poland,POL,1919,167.44775,155.9465
Poland,POL,1920,167.61832,156.1821
Poland,POL,1921,167.78516,156.4141
Poland,POL,1922,167.94733,156.64175
Poland,POL,1923,168.10475,156.86359
Poland,POL,1924,168.259,157.07982
Poland,POL,1925,168.41292,157.2914
Poland,POL,1926,168.5683,157.49823
Poland,POL,1927,168.72778,157.70009
Poland,POL,1928,168.89157,157.8977
Poland,POL,1929,169.0604,158.09122
Poland,POL,1930,169.2334,158.28084
Poland,POL,1931,169.40889,158.46524
Poland,POL,1932,169.58546,158.64479
Poland,POL,1933,169.76349,158.82016
Poland,POL,1934,169.94247,158.99207
Poland,POL,1935,170.1218,159.16046
Poland,POL,1936,170.3006,159.32501
Poland,POL,1937,170.47755,159.48549
Poland,POL,1938,170.65273,159.64146
Poland,POL,1939,170.82661,159.79276
Poland,POL,1940,170.99966,159.93909
Poland,POL,1941,171.17314,160.07988
Poland,POL,1942,171.34906,160.21503
Poland,POL,1943,171.52927,160.34576
Poland,POL,1944,171.71318,160.47313
Poland,POL,1945,171.90115,160.59818
Poland,POL,1946,172.0938,160.72115
Poland,POL,1947,172.2905,160.84175
Poland,POL,1948,172.49142,160.95967
Poland,POL,1949,172.69466,161.07582
Poland,POL,1950,172.89935,161.19101
Poland,POL,1951,173.10396,161.3062
Poland,POL,1952,173.30658,161.42136
Poland,POL,1953,173.50627,161.53612
Poland,POL,1954,173.7027,161.6505
Poland,POL,1955,173.89604,161.7657
Poland,POL,1956,174.0859,161.88187
Poland,POL,1957,174.27327,161.99994
Poland,POL,1958,174.4587,162.1206
Poland,POL,1959,174.64143,162.24438
Poland,POL,1960,174.82152,162.37102
Poland,POL,1961,174.9983,162.50032
Poland,POL,1962,175.16998,162.6307
Poland,POL,1963,175.33438,162.75966
Poland,POL,1964,175.48985,162.88524
Poland,POL,1965,175.63647,163.00638
Poland,POL,1966,175.77551,163.12283
Poland,POL,1967,175.90761,163.23514
Poland,POL,1968,176.03291,163.34297
Poland,POL,1969,176.15242,163.44637
Poland,POL,1970,176.26607,163.54456
Poland,POL,1971,176.37341,163.63777
Poland,POL,1972,176.47415,163.72522
Poland,POL,1973,176.56891,163.80736
Poland,POL,1974,176.65683,163.88387
Poland,POL,1975,176.73732,163.9545
Poland,POL,1976,176.81003,164.01859
Poland,POL,1977,176.8738,164.0759
Poland,POL,1978,176.9284,164.12636
Poland,POL,1979,176.97466,164.17073
Poland,POL,1980,177.01459,164.21126
Poland,POL,1981,177.0505,164.24913
Poland,POL,1982,177.08325,164.28548
Poland,POL,1983,177.11285,164.32071
Poland,POL,1984,177.14044,164.3542
Poland,POL,1985,177.16446,164.38556
Poland,POL,1986,177.18573,164.4141
Poland,POL,1987,177.20374,164.43875
Poland,POL,1988,177.21916,164.45918
Poland,POL,1989,177.2331,164.4768
Poland,POL,1990,177.24658,164.49222
Poland,POL,1991,177.26015,164.5071
Poland,POL,1992,177.27338,164.52184
Poland,POL,1993,177.28703,164.53711
Poland,POL,1994,177.30031,164.55298
Poland,POL,1995,177.31366,164.56917
Poland,POL,1996,177.32698,164.58574
Portugal,PRT,1896,158.95877,150.46017
Portugal,PRT,1897,159.06934,150.57793
Portugal,PRT,1898,159.18037,150.69588
Portugal,PRT,1899,159.29158,150.8139
Portugal,PRT,1900,159.40277,150.93228
Portugal,PRT,1901,159.51501,151.05104
Portugal,PRT,1902,159.62819,151.16994
Portugal,PRT,1903,159.74106,151.2888
Portugal,PRT,1904,159.85431,151.40742
Portugal,PRT,1905,159.96838,151.52615
Portugal,PRT,1906,160.08339,151.64607
Portugal,PRT,1907,160.19995,151.76738
Portugal,PRT,1908,160.31963,151.8905
Portugal,PRT,1909,160.44287,152.01646
Portugal,PRT,1910,160.57137,152.14688
Portugal,PRT,1911,160.70686,152.28354
Portugal,PRT,1912,160.85042,152.42752
Portugal,PRT,1913,161.00175,152.57872
Portugal,PRT,1914,161.16064,152.73831
Portugal,PRT,1915,161.32619,152.90634
Portugal,PRT,1916,161.4971,153.08205
Portugal,PRT,1917,161.67351,153.26422
Portugal,PRT,1918,161.85477,153.45146
Portugal,PRT,1919,162.03941,153.64258
Portugal,PRT,1920,162.22688,153.83678
Portugal,PRT,1921,162.41673,154.03296
Portugal,PRT,1922,162.60707,154.23041
Portugal,PRT,1923,162.79631,154.427
Portugal,PRT,1924,162.98477,154.62317
Portugal,PRT,1925,163.17374,154.81992
Portugal,PRT,1926,163.36285,155.01657
Portugal,PRT,1927,163.55215,155.21228
Portugal,PRT,1928,163.74146,155.40672
Portugal,PRT,1929,163.93007,155.59973
Portugal,PRT,1930,164.11781,155.79062
Portugal,PRT,1931,164.30354,155.97722
Portugal,PRT,1932,164.48618,156.16006
Portugal,PRT,1933,164.66783,156.34032
Portugal,PRT,1934,164.85054,156.51962
Portugal,PRT,1935,165.03474,156.69771
Portugal,PRT,1936,165.21875,156.87471
Portugal,PRT,1937,165.40096,157.0487
Portugal,PRT,1938,165.58195,157.21808
Portugal,PRT,1939,165.76024,157.38086
Portugal,PRT,1940,165.93497,157.53534
Portugal,PRT,1941,166.10677,157.68034
Portugal,PRT,1942,166.27763,157.81694
Portugal,PRT,1943,166.45021,157.94656
Portugal,PRT,1944,166.6256,158.0721
Portugal,PRT,1945,166.80405,158.19447
Portugal,PRT,1946,166.98692,158.3151
Portugal,PRT,1947,167.1731,158.43607
Portugal,PRT,1948,167.36317,158.55719
Portugal,PRT,1949,167.5553,158.67906
Portugal,PRT,1950,167.7489,158.80302
Portugal,PRT,1951,167.9417,158.92914
Portugal,PRT,1952,168.1335,159.05786
Portugal,PRT,1953,168.32513,159.19003
Portugal,PRT,1954,168.5163,159.32588
Portugal,PRT,1955,168.70589,159.46565
Portugal,PRT,1956,168.89337,159.60875
Portugal,PRT,1957,169.08011,159.75552
Portugal,PRT,1958,169.26707,159.90529
Portugal,PRT,1959,169.45294,160.05699
Portugal,PRT,1960,169.63777,160.2102
Portugal,PRT,1961,169.8216,160.36383
Portugal,PRT,1962,170.00418,160.51593
Portugal,PRT,1963,170.18312,160.66362
Portugal,PRT,1964,170.35599,160.8043
Portugal,PRT,1965,170.52274,160.93652
Portugal,PRT,1966,170.68509,161.06001
Portugal,PRT,1967,170.84547,161.17688
Portugal,PRT,1968,171.00568,161.28769
Portugal,PRT,1969,171.16786,161.39359
Portugal,PRT,1970,171.33168,161.49452
Portugal,PRT,1971,171.49481,161.59134
Portugal,PRT,1972,171.6539,161.68384
Portugal,PRT,1973,171.8064,161.77185
Portugal,PRT,1974,171.9495,161.85515
Portugal,PRT,1975,172.08017,161.93288
Portugal,PRT,1976,172.19586,162.00471
Portugal,PRT,1977,172.29536,162.07039
Portugal,PRT,1978,172.37955,162.13066
Portugal,PRT,1979,172.4504,162.18634
Portugal,PRT,1980,172.51071,162.23988
Portugal,PRT,1981,172.56505,162.29288
Portugal,PRT,1982,172.6167,162.3464
Portugal,PRT,1983,172.66469,162.40102
Portugal,PRT,1984,172.70735,162.45601
Portugal,PRT,1985,172.74356,162.5107
Portugal,PRT,1986,172.77356,162.56438
Portugal,PRT,1987,172.79796,162.61694
Portugal,PRT,1988,172.81767,162.66768
Portugal,PRT,1989,172.83461,162.71652
Portugal,PRT,1990,172.8492,162.76346
Portugal,PRT,1991,172.863,162.81017
Portugal,PRT,1992,172.87679,162.8569
Portugal,PRT,1993,172.8907,162.90388
Portugal,PRT,1994,172.90477,162.95052
Portugal,PRT,1995,172.91887,162.99753
Portugal,PRT,1996,172.93288,163.04459
Puerto Rico,PRI,1896,160.49683,147.30095
Puerto Rico,PRI,1897,160.6867,147.51328
Puerto Rico,PRI,1898,160.87645,147.72604
Puerto Rico,PRI,1899,161.06595,147.93883
Puerto Rico,PRI,1900,161.25542,148.15134
Puerto Rico,PRI,1901,161.44514,148.36368
Puerto Rico,PRI,1902,161.63484,148.57564
Puerto Rico,PRI,1903,161.82472,148.78708
Puerto Rico,PRI,1904,162.01445,148.99707
Puerto Rico,PRI,1905,162.20422,149.206
Puerto Rico,PRI,1906,162.394,149.41383
Puerto Rico,PRI,1907,162.58412,149.62064
Puerto Rico,PRI,1908,162.77545,149.82687
Puerto Rico,PRI,1909,162.9677,150.03242
Puerto Rico,PRI,1910,163.16124,150.23782
Puerto Rico,PRI,1911,163.35744,150.44385
Puerto Rico,PRI,1912,163.55606,150.65091
Puerto Rico,PRI,1913,163.757,150.85953
Puerto Rico,PRI,1914,163.95988,151.06935
Puerto Rico,PRI,1915,164.16496,151.28085
Puerto Rico,PRI,1916,164.37198,151.4942
Puerto Rico,PRI,1917,164.58119,151.7097
Puerto Rico,PRI,1918,164.7922,151.92636
Puerto Rico,PRI,1919,165.00359,152.14383
Puerto Rico,PRI,1920,165.21469,152.36208
Puerto Rico,PRI,1921,165.42464,152.5796
Puerto Rico,PRI,1922,165.63208,152.79526
Puerto Rico,PRI,1923,165.83606,153.00832
Puerto Rico,PRI,1924,166.03687,153.21825
Puerto Rico,PRI,1925,166.23566,153.42598
Puerto Rico,PRI,1926,166.43214,153.6311
Puerto Rico,PRI,1927,166.62704,153.83386
Puerto Rico,PRI,1928,166.8201,154.03392
Puerto Rico,PRI,1929,167.01079,154.23116
Puerto Rico,PRI,1930,167.1976,154.42485
Puerto Rico,PRI,1931,167.3792,154.61383
Puerto Rico,PRI,1932,167.55495,154.79733
Puerto Rico,PRI,1933,167.72527,154.9766
Puerto Rico,PRI,1934,167.89046,155.153
Puerto Rico,PRI,1935,168.05138,155.3269
Puerto Rico,PRI,1936,168.2082,155.49869
Puerto Rico,PRI,1937,168.36075,155.66798
Puerto Rico,PRI,1938,168.50899,155.83447
Puerto Rico,PRI,1939,168.65242,155.99689
Puerto Rico,PRI,1940,168.79166,156.15514
Puerto Rico,PRI,1941,168.92813,156.30885
Puerto Rico,PRI,1942,169.06297,156.45848
Puerto Rico,PRI,1943,169.19745,156.60591
Puerto Rico,PRI,1944,169.33173,156.7516
Puerto Rico,PRI,1945,169.46535,156.89584
Puerto Rico,PRI,1946,169.59792,157.03883
Puerto Rico,PRI,1947,169.72871,157.18025
Puerto Rico,PRI,1948,169.85754,157.31961
Puerto Rico,PRI,1949,169.98349,157.45647
Puerto Rico,PRI,1950,170.10544,157.59003
Puerto Rico,PRI,1951,170.22153,157.71954
Puerto Rico,PRI,1952,170.33102,157.844
Puerto Rico,PRI,1953,170.43474,157.96336
Puerto Rico,PRI,1954,170.53333,158.07729
Puerto Rico,PRI,1955,170.62782,158.18605
Puerto Rico,PRI,1956,170.7186,158.29012
Puerto Rico,PRI,1957,170.80801,158.38965
Puerto Rico,PRI,1958,170.89655,158.48528
Puerto Rico,PRI,1959,170.98396,158.57707
Puerto Rico,PRI,1960,171.07098,158.66467
Puerto Rico,PRI,1961,171.15715,158.74786
Puerto Rico,PRI,1962,171.24054,158.82626
Puerto Rico,PRI,1963,171.31868,158.89821
Puerto Rico,PRI,1964,171.3897,158.96259
Puerto Rico,PRI,1965,171.45372,159.01877
Puerto Rico,PRI,1966,171.5111,159.06673
Puerto Rico,PRI,1967,171.5633,159.10744
Puerto Rico,PRI,1968,171.61131,159.14166
Puerto Rico,PRI,1969,171.65738,159.17058
Puerto Rico,PRI,1970,171.70206,159.19492
Puerto Rico,PRI,1971,171.7453,159.21622
Puerto Rico,PRI,1972,171.7873,159.2357
Puerto Rico,PRI,1973,171.8275,159.25339
Puerto Rico,PRI,1974,171.86365,159.27017
Puerto Rico,PRI,1975,171.89587,159.28526
Puerto Rico,PRI,1976,171.92274,159.2975
Puerto Rico,PRI,1977,171.94312,159.30666
Puerto Rico,PRI,1978,171.95734,159.31352
Puerto Rico,PRI,1979,171.96579,159.31854
Puerto Rico,PRI,1980,171.97092,159.32306
Puerto Rico,PRI,1981,171.97412,159.3275
Puerto Rico,PRI,1982,171.9761,159.33235
Puerto Rico,PRI,1983,171.97668,159.33769
Puerto Rico,PRI,1984,171.97675,159.34276
Puerto Rico,PRI,1985,171.9767,159.34589
Puerto Rico,PRI,1986,171.97725,159.3459
Puerto Rico,PRI,1987,171.97945,159.3422
Puerto Rico,PRI,1988,171.98322,159.33385
Puerto Rico,PRI,1989,171.9894,159.32167
Puerto Rico,PRI,1990,171.99826,159.30666
Puerto Rico,PRI,1991,172.00992,159.28993
Puerto Rico,PRI,1992,172.0238,159.27289
Puerto Rico,PRI,1993,172.03911,159.2555
Puerto Rico,PRI,1994,172.05426,159.23805
Puerto Rico,PRI,1995,172.06949,159.22066
Puerto Rico,PRI,1996,172.08473,159.20346
Qatar,QAT,1896,159.2206,150.42738
Qatar,QAT,1897,159.40718,150.56924
Qatar,QAT,1898,159.59404,150.71138
Qatar,QAT,1899,159.7812,150.85385
Qatar,QAT,1900,159.96848,150.99654
Qatar,QAT,1901,160.15593,151.13898
Qatar,QAT,1902,160.34369,151.28127
Qatar,QAT,1903,160.53218,151.42249
Qatar,QAT,1904,160.72049,151.56244
Qatar,QAT,1905,160.90889,151.70149
Qatar,QAT,1906,161.09709,151.83987
Qatar,QAT,1907,161.28549,151.97765
Qatar,QAT,1908,161.47469,152.11449
Qatar,QAT,1909,161.66489,152.25076
Qatar,QAT,1910,161.85664,152.3867
Qatar,QAT,1911,162.05031,152.52325
Qatar,QAT,1912,162.24721,152.66093
Qatar,QAT,1913,162.44688,152.7997
Qatar,QAT,1914,162.64877,152.9393
Qatar,QAT,1915,162.85358,153.08005
Qatar,QAT,1916,163.06116,153.22226
Qatar,QAT,1917,163.27162,153.36603
Qatar,QAT,1918,163.48581,153.51157
Qatar,QAT,1919,163.70143,153.65794
Qatar,QAT,1920,163.91716,153.80478
Qatar,QAT,1921,164.13188,153.95087
Qatar,QAT,1922,164.34317,154.09601
Qatar,QAT,1923,164.55031,154.23918
Qatar,QAT,1924,164.75226,154.3802
Qatar,QAT,1925,164.94931,154.52031
Qatar,QAT,1926,165.14171,154.65929
Qatar,QAT,1927,165.33147,154.79778
Qatar,QAT,1928,165.51785,154.9357
Qatar,QAT,1929,165.70123,155.07378
Qatar,QAT,1930,165.88167,155.21236
Qatar,QAT,1931,166.05867,155.35052
Qatar,QAT,1932,166.23189,155.48866
Qatar,QAT,1933,166.40175,155.62766
Qatar,QAT,1934,166.56895,155.76756
Qatar,QAT,1935,166.73364,155.90802
Qatar,QAT,1936,166.89479,156.04854
Qatar,QAT,1937,167.0526,156.18785
Qatar,QAT,1938,167.20674,156.32552
Qatar,QAT,1939,167.35773,156.46132
Qatar,QAT,1940,167.50594,156.59491
Qatar,QAT,1941,167.65184,156.72627
Qatar,QAT,1942,167.7959,156.85535
Qatar,QAT,1943,167.93932,156.98312
Qatar,QAT,1944,168.08124,157.11003
Qatar,QAT,1945,168.22173,157.23663
Qatar,QAT,1946,168.36034,157.36266
Qatar,QAT,1947,168.49506,157.48788
Qatar,QAT,1948,168.62613,157.61111
Qatar,QAT,1949,168.75243,157.73224
Qatar,QAT,1950,168.87413,157.85161
Qatar,QAT,1951,168.99121,157.96982
Qatar,QAT,1952,169.10353,158.08548
Qatar,QAT,1953,169.2134,158.19872
Qatar,QAT,1954,169.3217,158.30879
Qatar,QAT,1955,169.42844,158.41579
Qatar,QAT,1956,169.53378,158.51872
Qatar,QAT,1957,169.63881,158.61845
Qatar,QAT,1958,169.745,158.71509
Qatar,QAT,1959,169.85112,158.80797
Qatar,QAT,1960,169.95706,158.89711
Qatar,QAT,1961,170.06253,158.9824
Qatar,QAT,1962,170.16537,159.06288
Qatar,QAT,1963,170.26408,159.13701
Qatar,QAT,1964,170.35713,159.20409
Qatar,QAT,1965,170.44542,159.26367
Qatar,QAT,1966,170.53154,159.31787
Qatar,QAT,1967,170.61595,159.36778
Qatar,QAT,1968,170.69878,159.41328
Qatar,QAT,1969,170.78204,159.45361
Qatar,QAT,1970,170.8651,159.48822
Qatar,QAT,1971,170.94666,159.51744
Qatar,QAT,1972,171.02512,159.54181
Qatar,QAT,1973,171.09981,159.56174
Qatar,QAT,1974,171.16924,159.5789
Qatar,QAT,1975,171.23056,159.59232
Qatar,QAT,1976,171.28148,159.6027
Qatar,QAT,1977,171.31848,159.60849
Qatar,QAT,1978,171.34108,159.61018
Qatar,QAT,1979,171.35017,159.60828
Qatar,QAT,1980,171.34758,159.605
Qatar,QAT,1981,171.3351,159.60114
Qatar,QAT,1982,171.3138,159.59807
Qatar,QAT,1983,171.2838,159.5957
Qatar,QAT,1984,171.24501,159.59325
Qatar,QAT,1985,171.1978,159.59
Qatar,QAT,1986,171.143,159.58472
Qatar,QAT,1987,171.08194,159.57646
Qatar,QAT,1988,171.01678,159.56421
Qatar,QAT,1989,170.94983,159.54854
Qatar,QAT,1990,170.8816,159.52905
Qatar,QAT,1991,170.81361,159.50761
Qatar,QAT,1992,170.74638,159.48447
Qatar,QAT,1993,170.67934,159.46039
Qatar,QAT,1994,170.61166,159.43471
Qatar,QAT,1995,170.5441,159.40837
Qatar,QAT,1996,170.47649,159.3819
Romania,ROU,1896,163.81938,151.07169
Romania,ROU,1897,163.96396,151.2806
Romania,ROU,1898,164.10883,151.48967
Romania,ROU,1899,164.2536,151.69862
Romania,ROU,1900,164.39821,151.90776
Romania,ROU,1901,164.54274,152.1164
Romania,ROU,1902,164.68744,152.32457
Romania,ROU,1903,164.83226,152.53189
Romania,ROU,1904,164.97728,152.73814
Romania,ROU,1905,165.12236,152.94305
Romania,ROU,1906,165.26753,153.14693
Romania,ROU,1907,165.41302,153.34987
Romania,ROU,1908,165.55942,153.55156
Romania,ROU,1909,165.70595,153.75221
Romania,ROU,1910,165.85283,153.95227
Romania,ROU,1911,166.0012,154.15225
Romania,ROU,1912,166.15154,154.35332
Romania,ROU,1913,166.30312,154.5556
Romania,ROU,1914,166.45584,154.75906
Romania,ROU,1915,166.60963,154.96356
Romania,ROU,1916,166.76419,155.16911
Romania,ROU,1917,166.91885,155.37598
Romania,ROU,1918,167.07271,155.5829
Romania,ROU,1919,167.22466,155.78835
Romania,ROU,1920,167.37376,155.99214
Romania,ROU,1921,167.51888,156.19292
Romania,ROU,1922,167.65912,156.38977
Romania,ROU,1923,167.79503,156.58148
Romania,ROU,1924,167.92816,156.76797
Romania,ROU,1925,168.06102,156.95065
Romania,ROU,1926,168.19525,157.12984
Romania,ROU,1927,168.33295,157.30516
Romania,ROU,1928,168.47508,157.47748
Romania,ROU,1929,168.62189,157.64688
Romania,ROU,1930,168.77296,157.81357
Romania,ROU,1931,168.92712,157.97621
Romania,ROU,1932,169.08302,158.13544
Romania,ROU,1933,169.24094,158.2917
Romania,ROU,1934,169.4011,158.4458
Romania,ROU,1935,169.56293,158.59758
Romania,ROU,1936,169.72617,158.74706
Romania,ROU,1937,169.88928,158.89394
Romania,ROU,1938,170.05182,159.03772
Romania,ROU,1939,170.21436,159.17807
Romania,ROU,1940,170.3772,159.31447
Romania,ROU,1941,170.54126,159.44594
Romania,ROU,1942,170.70781,159.5723
Romania,ROU,1943,170.87823,159.69408
Romania,ROU,1944,171.05194,159.81262
Romania,ROU,1945,171.22917,159.92848
Romania,ROU,1946,171.41008,160.04219
Romania,ROU,1947,171.59357,160.15353
Romania,ROU,1948,171.77962,160.26198
Romania,ROU,1949,171.96672,160.36803
Romania,ROU,1950,172.15355,160.47281
Romania,ROU,1951,172.33902,160.57704
Romania,ROU,1952,172.52168,160.6803
Romania,ROU,1953,172.70078,160.78314
Romania,ROU,1954,172.87607,160.88503
Romania,ROU,1955,173.04787,160.98698
Romania,ROU,1956,173.21613,161.08913
Romania,ROU,1957,173.3814,161.19228
Romania,ROU,1958,173.5437,161.29695
Romania,ROU,1959,173.70253,161.40355
Romania,ROU,1960,173.85757,161.5118
Romania,ROU,1961,174.00815,161.6214
Romania,ROU,1962,174.15277,161.73088
Romania,ROU,1963,174.28896,161.83725
Romania,ROU,1964,174.41493,161.93892
Romania,ROU,1965,174.53062,162.03488
Romania,ROU,1966,174.63698,162.12506
Romania,ROU,1967,174.73506,162.2097
Romania,ROU,1968,174.82497,162.28902
Romania,ROU,1969,174.90785,162.36307
Romania,ROU,1970,174.98338,162.43109
