id,name,rank,ocupacion,lugar,lon,lat,fuente,iso3,iso3_geometria,pais,region
6931207,Kunal Khemu,78887,ACTOR,Srinagar,74.79,34.09,coordenada Pantheon (sin pais),,,,
25402267,Ankhesenpepi IV,78888,COMPANION,,,,sin dato en Wikidata,,,,
6576910,Lars-Göran Petrov,78893,SINGER,Högalid Parish,,,pais del lugar (Wikidata),SWE,SWE,Sweden,Europa Occidental
1814459,Lyudvig Chibirov,78916,POLITICIAN,Tskhinvali,43.97,42.225,coordenada Pantheon,GEO,GEO,Georgia,Europa del Este/Asia Central
3507781,"Bernard I, Margrave of Baden-Baden",78918,POLITICIAN,Alemania,,,ciudadania (Wikidata),DEU,DEU,Germany,Europa Occidental
5909068,"Margaret Drummond, Queen of Scotland",78941,COMPANION,,,,sin dato en Wikidata,,,,
8984876,"Ludwig I, Count of Württemberg",78944,POLITICIAN,Alemania,,,ciudadania (Wikidata),DEU,DEU,Germany,Europa Occidental
36405947,Pello Bilbao,78945,CYCLIST,Guernica y Luno,,,pais del lugar (Wikidata),ESP,ESP,Spain,Europa Occidental
406452,Rahim Ademi,78973,MILITARY PERSONNEL,Karače,20.99777778,42.87472222,coordenada Pantheon,XKX,XKX,Kosovo,Europa del Este/Asia Central
1611368,Orso II Participazio,78982,POLITICIAN,,,,sin dato en Wikidata,,,,
32206342,"Albert IV, Duke of Mecklenburg",78988,POLITICIAN,Reino de Dinamarca,,,ciudadania (Wikidata),DNK,DNK,Denmark,Europa Occidental
5530398,Lucius Aelius Lamia,79028,POLITICIAN,,,,sin dato en Wikidata,,,,
5182690,Marcus Cornelius Cethegus,79036,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
2077801,"Louis, Count of Gravina",79044,POLITICIAN,,,,sin dato en Wikidata,,,,
28181152,Teresa d'Entença,79086,POLITICIAN,,,,sin dato en Wikidata,,,,
1450787,Lance Archer,79128,WRESTLER,Austin,,,pais del lugar (Wikidata),USA,USA,United States,Norteamerica/Aus/NZ
52947476,Abtai Sain Khan,79132,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
11020936,Vladimir Durković,79144,SOCCER PLAYER,Gjakova,20.43333333,42.38333333,coordenada Pantheon,XKX,XKX,Kosovo,Europa del Este/Asia Central
5690085,Possidius,79188,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
21976257,Henryk Rzewuski,79213,WRITER,,,,sin dato en Wikidata,,,,
7345243,Zaharia Stancu,79219,WRITER,Salcia,,,pais del lugar (Wikidata),ROU,ROU,Romania,Europa del Este/Asia Central
2156171,Eduard Friedrich Eversmann,79227,BIOLOGIST,Wehringhausen,,,pais del lugar (Wikidata),DEU,DEU,Germany,Europa Occidental
1302181,Arkadi Ghukasyan,79263,POLITICIAN,Stepanakert,46.75194444,39.81527778,coordenada Pantheon,AZE,AZE,Azerbaijan,Europa del Este/Asia Central
547224,Licinianus,79305,POLITICIAN,,,,sin dato en Wikidata,,,,
19610660,Harry Liedtke,79312,ACTOR,Königsberg,20.50930555555556,54.71147222222222,coordenada Wikidata,RUS,RUS,Russia,Europa del Este/Asia Central
16974487,Giuseppe Maria Tomasi,79317,RELIGIOUS FIGURE,Sicilia,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
5458389,Dani García,79318,SOCCER PLAYER,Sardañola del Vallés,,,pais del lugar (Wikidata),ESP,ESP,Spain,Europa Occidental
2313885,Gaspar Becerra,79321,PAINTER,Baeza,,,pais del lugar (Wikidata),ESP,ESP,Spain,Europa Occidental
3428041,Dante Spinotti,79327,WRITER,Tolmezzo,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
638640,"Edward I, Count of Bar",79335,POLITICIAN,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
3420597,Eyvindr skáldaspillir,79358,WRITER,Noruega,,,ciudadania (Wikidata),NOR,NOR,Norway,Europa Occidental
4766128,Grimoald of Bavaria,79380,POLITICIAN,Alemania,,,ciudadania (Wikidata),DEU,DEU,Germany,Europa Occidental
2036672,António de Noli,79392,NOBLEMAN,Noli,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
5617744,Marcus Pupius Piso Frugi Calpurnianus,79421,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
53731836,Jhonatan Narváez,79436,CYCLIST,Cantón Sucumbíos,,,pais del lugar (Wikidata),ECU,ECU,Ecuador,America Latina
7618265,Lucius Aemilius Papus,79457,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
611036,Aesara,79471,PHILOSOPHER,,,,sin dato en Wikidata,,,,
7055567,Felix of Aquitaine,79477,POLITICIAN,,,,sin dato en Wikidata,,,,
17116390,Rita Sargsyan,79488,POLITICIAN,Stepanakert,46.75194444,39.81527778,coordenada Pantheon,AZE,AZE,Azerbaijan,Europa del Este/Asia Central
21630497,Heraclianus,79545,POLITICIAN,,,,sin dato en Wikidata,,,,
4146163,Aziz Dweik,79574,POLITICIAN,Hebron,35.09694444,31.52861111,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
6167167,Juvenal of Jerusalem,79585,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
60051071,Leonardo Fabbri,79594,ATHLETE,Bagno a Ripoli,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
11089309,Al-Ḥajjāj ibn Yūsuf ibn Maṭar,79600,MATHEMATICIAN,,,,sin dato en Wikidata,,,,
10190853,Jayavarman VI,79606,NOBLEMAN,Camboya,,,ciudadania (Wikidata),KHM,KHM,Cambodia,Sudeste Asiatico
2896365,Aristides of Thebes,79621,PAINTER,Tebas,,,pais del lugar (Wikidata),GRC,GRC,Greece,Europa Occidental
7021802,Tadas Ivanauskas,79675,BIOLOGIST,Halavičpolie,,,pais del lugar (Wikidata),BLR,BLR,Belarus,Europa del Este/Asia Central
32102994,Abu al-Hasan as-Said al-Mutadid,79691,POLITICIAN,,,,sin dato en Wikidata,,,,
18018913,Felix of Byzantium,79697,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
7319438,Abu Yahya ibn Abd al-Haqq,79719,POLITICIAN,,,,sin dato en Wikidata,,,,
6683235,László Paál,79723,PAINTER,Zam,,,pais del lugar (Wikidata),ROU,ROU,Romania,Europa del Este/Asia Central
36107501,"Theodoric IV, Landgrave of Lusatia",79759,POLITICIAN,Alemania,,,ciudadania (Wikidata),DEU,DEU,Germany,Europa Occidental
33283871,Pharnaces II of Phrygia,79783,POLITICIAN,,,,sin dato en Wikidata,,,,
3985160,André,79827,SINGER,Stepanakert,46.75194444,39.81527778,coordenada Pantheon,AZE,AZE,Azerbaijan,Europa del Este/Asia Central
18654036,Anlamani,79829,POLITICIAN,,,,sin dato en Wikidata,,,,
5259699,José Serrizuela,79841,SOCCER PLAYER,Tala Pozo,,,pais del lugar (Wikidata),ARG,ARG,Argentina,America Latina
2516972,Joel Lehtonen,79861,WRITER,Haukiniemi,,,pais del lugar (Wikidata),FIN,FIN,Finland,Europa Occidental
6910106,"Douce II, Countess of Provence",79870,COMPANION,,,,sin dato en Wikidata,,,,
22552797,Eilif Peterssen,79872,PAINTER,Christiania,,,pais del lugar (Wikidata),NOR,NOR,Norway,Europa Occidental
180844,Osric of Deira,79879,POLITICIAN,,,,sin dato en Wikidata,,,,
15480431,"Eudokia, wife of Constantine V",79890,POLITICIAN,,,,sin dato en Wikidata,,,,
12118200,Konrad von Preysing,79896,RELIGIOUS FIGURE,Schloss Kronwinkl,,,pais del lugar (Wikidata),DEU,DEU,Germany,Europa Occidental
499184,Mir Sultan Khan,79943,CHESS PLAYER,Sargodha,72.671111111111,32.083611111111,coordenada Wikidata,PAK,PAK,Pakistan,Asia del Sur
13632986,Lucius Caecilius Metellus Calvus,79964,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
6882087,Isabel Bruce,80028,NOBLEMAN,Carrick,,,pais del lugar (Wikidata),GBR,GBR,United Kingdom,Europa Occidental
29157037,Hawise of Normandy,80047,NOBLEMAN,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
1920269,Maxtla,80072,POLITICIAN,México,,,ciudadania (Wikidata),MEX,MEX,Mexico,America Latina
4112447,Basil Boioannes,80074,POLITICIAN,,,,sin dato en Wikidata,,,,
1909293,Luigi Maglione,80105,RELIGIOUS FIGURE,Casoria,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
65209,Hlothhere of Kent,80158,POLITICIAN,,,,sin dato en Wikidata,,,,
12528470,Diana-Maria Riva,80166,ACTOR,Cincinnati,,,pais del lugar (Wikidata),USA,USA,United States,Norteamerica/Aus/NZ
239876,Anthimus I of Constantinople,80204,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
13958903,John Troglita,80253,MILITARY PERSONNEL,,,,sin dato en Wikidata,,,,
4251137,Ceolwulf of Northumbria,80299,POLITICIAN,Reino de Northumbria,,,ciudadania (Wikidata),GBR,GBR,United Kingdom,Europa Occidental
3863045,Eormenric of Kent,80320,POLITICIAN,,,,sin dato en Wikidata,,,,
25300873,"Francis I, Duke of Saxe-Lauenburg",80325,POLITICIAN,,,,sin dato en Wikidata,,,,
15049532,Sante Gaiardoni,80333,CYCLIST,Villafranca di Verona,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
15814374,Paolo Mazza,80347,SOCCER PLAYER,Vigarano Mainarda,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
5431619,Thomas I Komnenos Doukas,80393,POLITICIAN,,,,sin dato en Wikidata,,,,
9114503,Emma of Provence,80404,NOBLEMAN,,,,sin dato en Wikidata,,,,
17583956,Sopater of Apamea,80411,PHILOSOPHER,,,,sin dato en Wikidata,,,,
3689047,"William Neville, 1st Earl of Kent",80415,POLITICIAN,,,,sin dato en Wikidata,,,,
2979146,Publius Rupilius,80444,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
25132140,Castor of Rhodes,80446,WRITER,Rodas,,,pais del lugar (Wikidata),GRC,GRC,Greece,Europa Occidental
10937913,Fabrizio Poletti,80452,SOCCER PLAYER,Italia,,,ciudadania (Wikidata),ITA,ITA,Italy,Europa Occidental
11642200,"Egbert I, Margrave of Meissen",80453,POLITICIAN,,,,sin dato en Wikidata,,,,
4430521,Balša II,80459,NOBLEMAN,Principado de Zeta,,,pais del lugar (Wikidata),SRB,SRB,Serbia,Europa del Este/Asia Central
41783268,Sekhemrekhutawy Khabaw,80472,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
2234044,Agostino Bassi,80474,BIOLOGIST,Mairago,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
25001921,Franz von Schober,80502,WRITER,Torup Castle,,,pais del lugar (Wikidata),SWE,SWE,Sweden,Europa Occidental
726058,Brynjólfur Sveinsson,80508,RELIGIOUS FIGURE,Önundarfjörður,,,pais del lugar (Wikidata),ISL,ISL,Iceland,Europa Occidental
15812142,"Yolande of Dreux, Duchess of Burgundy",80558,NOBLEMAN,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
38130157,Herbert III of Omois,80568,NOBLEMAN,,,,sin dato en Wikidata,,,,
1734167,Agostino Cacciavillan,80581,RELIGIOUS FIGURE,Valdagno,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
31009614,Shalim-ahum,80586,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
11778490,Egbert,80591,RELIGIOUS FIGURE,Alemania,,,ciudadania (Wikidata),DEU,DEU,Germany,Europa Occidental
39485845,Seankhenre Mentuhotepi,80611,POLITICIAN,Antiguo Egipto,,,ciudadania (Wikidata),EGY,EGY,Egypt,Medio Oriente/N. Africa
21059256,Nikolai Tomsky,80618,SCULPTOR,,,,pais del lugar (Wikidata),RUS,RUS,Russia,Europa del Este/Asia Central
23541677,Fenenna of Kuyavia,80637,POLITICIAN,,,,sin dato en Wikidata,,,,
18018832,Diogenes of Byzantium,80652,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
712460,Pietro Carrera,80659,WRITER,,,,sin dato en Wikidata,,,,
26138436,Thurisind,80666,POLITICIAN,,,,sin dato en Wikidata,,,,
1414011,Giuseppe Martucci,80692,COMPOSER,Capua,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
9548653,Theobald II of Blois,80699,POLITICIAN,,,,sin dato en Wikidata,,,,
4674165,Dobromir Chrysos,80719,MILITARY PERSONNEL,,,,sin dato en Wikidata,,,,
14883108,Yasovarman II,80753,NOBLEMAN,Camboya,,,ciudadania (Wikidata),KHM,KHM,Cambodia,Sudeste Asiatico
5799035,"John I, Count of Dreux",80771,NOBLEMAN,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
2252998,Said Seyam,80816,POLITICIAN,Al-Shati refugee camp,34.44539444,31.53219722,coordenada Pantheon + alineado a Pantheon,ISR,PSE,Israel,Medio Oriente/N. Africa
2454508,Idomeneus of Lampsacus,80844,PHILOSOPHER,,,,sin dato en Wikidata,,,,
9332307,Callinicus I of Constantinople,80850,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
4653126,Ariarathes VIII of Cappadocia,80902,POLITICIAN,,,,sin dato en Wikidata,,,,
2093456,Apollonius of Tralles,80904,SCULPTOR,Trales,,,pais del lugar (Wikidata),TUR,TUR,Türkiye,Europa del Este/Asia Central
1568042,Amadocus I,80921,POLITICIAN,,,,sin dato en Wikidata,,,,
4704943,Theodbert of Bavaria,81072,POLITICIAN,Ducado tribal de Baviera,,,ciudadania (Wikidata),DEU,DEU,Germany,Europa Occidental
2686978,Sigeberht the Good,81079,POLITICIAN,,,,sin dato en Wikidata,,,,
2552604,Norman Manea,81170,WRITER,Burdujeni,,,pais del lugar (Wikidata),ROU,ROU,Romania,Europa del Este/Asia Central
30544871,Christina of Salm,81180,NOBLEMAN,,,,sin dato en Wikidata,,,,
18999950,Karolina Widerström,81185,POLITICIAN,Helsingborgs Maria church parish,,,pais del lugar (Wikidata),SWE,SWE,Sweden,Europa Occidental
14091409,Giuseppe Olmo,81198,CYCLIST,Celle Ligure,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
13648253,Lucius Caecilius Metellus Diadematus,81261,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
17143783,"Henry II, Count of Bar",81273,NOBLEMAN,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
50912647,Francisco Pascual Obama Asue,81305,POLITICIAN,Guinea Ecuatorial,,,ciudadania (Wikidata),GNQ,GNQ,Equatorial Guinea,Africa Subsahariana
13136330,Egisto Pandolfini,81311,SOCCER PLAYER,Lastra a Signa,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
2973711,Idrieus,81316,POLITICIAN,,,,sin dato en Wikidata,,,,
8840225,Juan José Nogués,81333,SOCCER PLAYER,Borja,,,pais del lugar (Wikidata),ESP,ESP,Spain,Europa Occidental
34613931,"Henry I, Margrave of Brandenburg-Stendal",81366,NOBLEMAN,,,,sin dato en Wikidata,,,,
30988713,Adasi,81387,MILITARY PERSONNEL,,,,sin dato en Wikidata,,,,
436855,Matija Ljubek,81402,POLITICIAN,Belišće,,,pais del lugar (Wikidata),HRV,HRV,Croatia,Europa del Este/Asia Central
34018280,Gurak,81404,POLITICIAN,,,,sin dato en Wikidata,,,,
17215459,Kudur-Mabuk,81420,POLITICIAN,,,,sin dato en Wikidata,,,,
7114978,Alberic of Trois-Fontaines,81425,WRITER,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
18948325,"Hugh, Count of Burgundy",81444,NOBLEMAN,,,,sin dato en Wikidata,,,,
2912443,Bertachar,81452,NOBLEMAN,,,,sin dato en Wikidata,,,,
31009312,Shu-Ninua,81493,NOBLEMAN,,,,sin dato en Wikidata,,,,
28812918,Jaime Ayoví,81503,SOCCER PLAYER,Esmeraldas,,,pais del lugar (Wikidata),ECU,ECU,Ecuador,America Latina
334755,Hamoud bin Mohammed of Zanzibar,81609,POLITICIAN,,,,sin dato en Wikidata,,,,
50725253,Tettius Julianus,81622,MILITARY PERSONNEL,,,,sin dato en Wikidata,,,,
22549811,"Margaret of France, Duchess of Brabant",81623,POLITICIAN,,,,sin dato en Wikidata,,,,
8042419,Toti Dal Monte,81637,SINGER,Mogliano Veneto,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
31535073,"John IV, Duke of Mecklenburg",81646,POLITICIAN,Alemania,,,ciudadania (Wikidata),DEU,DEU,Germany,Europa Occidental
27129855,Alif Hajiyev,81661,MILITARY PERSONNEL,"Khojaly, Nagorno-Karabakh",46.78916667,39.91111111,coordenada Pantheon,AZE,AZE,Azerbaijan,Europa del Este/Asia Central
21954779,Jutta of Saxony,81704,COMPANION,Reino de Dinamarca,,,ciudadania (Wikidata),DNK,DNK,Denmark,Europa Occidental
32582608,Ulamburiash,81742,POLITICIAN,,,,sin dato en Wikidata,,,,
13325258,Sphaerus,81802,PHILOSOPHER,,,,sin dato en Wikidata,,,,
15450788,Princess Nadejda Petrovna of Russia,81817,NOBLEMAN,Dulber Palace,34.09444444,44.42944444,coordenada Pantheon,UKR,UKR,Ukraine,Europa del Este/Asia Central
4250364,Osred I of Northumbria,81841,POLITICIAN,,,,sin dato en Wikidata,,,,
5859074,Buton Rinchen Drub,81846,WRITER,,,,sin dato en Wikidata,,,,
5746535,Gundomar I,81869,NOBLEMAN,,,,sin dato en Wikidata,,,,
1299520,"Renauld I, Count of Nevers",81896,NOBLEMAN,,,,sin dato en Wikidata,,,,
235807,Jules Dupuit,81913,ECONOMIST,Fossano,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
15329573,Alexander Drankov,81918,FILM DIRECTOR,Feodosia,35.37916667,45.03416667,coordenada Pantheon,UKR,UKR,Ukraine,Europa del Este/Asia Central
1722539,Lajos Dinnyés,81919,POLITICIAN,Alsódabas,,,pais del lugar (Wikidata),HUN,HUN,Hungary,Europa del Este/Asia Central
5588212,Gaius Calpurnius Piso,81932,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
23251286,Nabu-suma-ukin II,81950,POLITICIAN,,,,sin dato en Wikidata,,,,
37232034,Guy Standing,81952,ECONOMIST,Reino Unido,,,ciudadania (Wikidata),GBR,GBR,United Kingdom,Europa Occidental
23419365,Agnes of the Palatinate,81956,COMPANION,,,,sin dato en Wikidata,,,,
4047005,"Herman III, Duke of Swabia",81966,POLITICIAN,Alemania,,,ciudadania (Wikidata),DEU,DEU,Germany,Europa Occidental
38739140,Wadih Sa'adeh,82020,WRITER,Chibtine,,,pais del lugar (Wikidata),LBN,LBN,Lebanon,Medio Oriente/N. Africa
2844614,Richard of Salerno,82136,POLITICIAN,,,,sin dato en Wikidata,,,,
1397379,Ingund,82148,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
11360351,Alessandra Giliani,82190,BIOLOGIST,San Giovanni in Persiceto,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
3098361,"William the Victorious, Duke of Brunswick-Lüneburg",82254,NOBLEMAN,Alemania,,,ciudadania (Wikidata),DEU,DEU,Germany,Europa Occidental
4253538,Ælfwald I of Northumbria,82256,POLITICIAN,Reino de Northumbria,,,ciudadania (Wikidata),GBR,GBR,United Kingdom,Europa Occidental
3337628,Manius Aquillius,82273,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
9480690,"William II, Count of Nevers",82349,NOBLEMAN,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
23893640,Elio Sgreccia,82353,RELIGIOUS FIGURE,Arcevia,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
5413325,Julián Berrendero,82354,CYCLIST,San Agustín del Guadalix,,,pais del lugar (Wikidata),ESP,ESP,Spain,Europa Occidental
54639364,Alam Shah,82376,POLITICIAN,,,,sin dato en Wikidata,,,,
98215,Flora Brovina,82387,SOCIAL ACTIVIST,Skenderaj,20.78333333,42.73333333,coordenada Pantheon,XKX,XKX,Kosovo,Europa del Este/Asia Central
4574455,Buddhapālita,82393,PHILOSOPHER,,,,sin dato en Wikidata,,,,
8134037,Mukesh Rishi,82402,ACTOR,Jammu,74.87,32.73,coordenada Pantheon (sin pais),,,,
31809036,Perfume Genius,82431,MUSICIAN,Seattle,,,pais del lugar (Wikidata),USA,USA,United States,Norteamerica/Aus/NZ
9005292,Fatima Soltan,82445,POLITICIAN,,,,sin dato en Wikidata,,,,
57064243,Dominik Kotarski,82467,SOCCER PLAYER,Zabok,,,pais del lugar (Wikidata),HRV,HRV,Croatia,Europa del Este/Asia Central
10723971,"Henry III, Count of Bar",82514,MILITARY PERSONNEL,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
23213430,"Charlotte of Bourbon, Queen of Cyprus",82525,NOBLEMAN,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
949093,Ghulam Nabi Azad,82588,POLITICIAN,Bhalessa,75.9,33.03,coordenada Pantheon (sin pais),,,,
5290909,Gnaeus Domitius Ahenobarbus,82610,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
7664139,Lucius Cornelius Merula,82649,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
1821517,Eucratides II,82674,POLITICIAN,,,,sin dato en Wikidata,,,,
15624737,Fausta,82698,POLITICIAN,,,,sin dato en Wikidata,,,,
4496212,Gothelo II of Lower Lorraine,82734,NOBLEMAN,,,,sin dato en Wikidata,,,,
834615,Ray Jackendoff,82738,LINGUIST,Estados Unidos,,,ciudadania (Wikidata),USA,USA,United States,Norteamerica/Aus/NZ
6153633,Almen Abdi,82755,SOCCER PLAYER,Prizren,20.73916667,42.21277778,coordenada Pantheon,XKX,XKX,Kosovo,Europa del Este/Asia Central
59576062,"Berthold III, Duke of Zähringen",82773,NOBLEMAN,,,,sin dato en Wikidata,,,,
32582691,Kashtiliash III,82775,POLITICIAN,,,,sin dato en Wikidata,,,,
1834597,Franjo Gregurić,82778,POLITICIAN,Croacia,,,ciudadania (Wikidata),HRV,HRV,Croatia,Europa del Este/Asia Central
5285269,"Reginar V, Count of Mons",82799,NOBLEMAN,,,,sin dato en Wikidata,,,,
38469239,Nevena Božović,82817,SINGER,"Mitrovica, Kosovo",20.86666667,42.88333333,coordenada Pantheon,XKX,XKX,Kosovo,Europa del Este/Asia Central
3235297,Pandulf Ironhead,82868,POLITICIAN,,,,sin dato en Wikidata,,,,
18018861,Eleutherius of Byzantium,82874,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
44810106,Bersant Celina,82907,SOCCER PLAYER,Prizren,20.73916667,42.21277778,coordenada Pantheon,XKX,XKX,Kosovo,Europa del Este/Asia Central
18797365,Juan Bautista Agüero,82916,SOCCER PLAYER,Caacupé,,,pais del lugar (Wikidata),PRY,PRY,Paraguay,America Latina
6080686,Rædwulf of Northumbria,82953,POLITICIAN,,,,sin dato en Wikidata,,,,
2928224,Philotas,82956,MILITARY PERSONNEL,,,,sin dato en Wikidata,,,,
3037410,Æthelric of Bernicia,82982,POLITICIAN,Reino de Bernicia,,,ciudadania (Wikidata),GBR,GBR,United Kingdom,Europa Occidental
35214272,"Albert III, Margrave of Brandenburg-Salzwedel",82990,NOBLEMAN,,,,sin dato en Wikidata,,,,
7500048,Piyusti,83066,POLITICIAN,,,,sin dato en Wikidata,,,,
2684228,Anarawd ap Rhodri,83085,NOBLEMAN,Reino de Gwynedd,-3.916667,52.833333,coordenada Wikidata,GBR,GBR,United Kingdom,Europa Occidental
5945919,Ardian Kozniku,83086,SOCCER PLAYER,Gjakova,20.43333333,42.38333333,coordenada Pantheon,XKX,XKX,Kosovo,Europa del Este/Asia Central
538279,Eanfrith of Bernicia,83119,POLITICIAN,Reino de Bernicia,,,ciudadania (Wikidata),GBR,GBR,United Kingdom,Europa Occidental
655705,"Simon II, Duke of Lorraine",83150,POLITICIAN,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
59830543,Ğazı I Giray,83154,POLITICIAN,,,,sin dato en Wikidata,,,,
2168429,Mohammad Yunus Khalis,83155,RELIGIOUS FIGURE,Nangarhar,,,pais del lugar (Wikidata),AFG,AFG,Afghanistan,Asia del Sur
5514208,Johann von Tiefen,83236,MILITARY PERSONNEL,Antigua Confederación Suiza,,,pais del lugar (Wikidata),CHE,CHE,Switzerland,Europa Occidental
24922773,Inger Jacobsen,83268,SINGER,Christiania,,,pais del lugar (Wikidata),NOR,NOR,Norway,Europa Occidental
37643241,"Ermesinde of Luxembourg, Countess of Namur",83279,POLITICIAN,,,,sin dato en Wikidata,,,,
7764165,Guy I de la Roche,83289,POLITICIAN,Doubs,,,pais del lugar (Wikidata),FRA,FRA,France,Europa Occidental
3924801,Miguel Poblet,83313,CYCLIST,Moncada y Reixach,,,pais del lugar (Wikidata),ESP,ESP,Spain,Europa Occidental
10582703,Lanike,83332,NOBLEMAN,,,,sin dato en Wikidata,,,,
52456641,Yaa Gyasi,83345,WRITER,Mampong,,,pais del lugar (Wikidata),GHA,GHA,Ghana,Africa Subsahariana
48575968,Arrigo Miglio,83362,RELIGIOUS FIGURE,San Giorgio Canavese,,,pais del lugar (Wikidata),ITA,ITA,Italy,Europa Occidental
36208101,Lucius Aurelius Cotta,83405,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
2206948,"Charles III, Count of Alençon",83438,NOBLEMAN,Francia,,,ciudadania (Wikidata),FRA,FRA,France,Europa Occidental
59601839,Diego,83451,SOCCER PLAYER,Brasil,-53.0,-14.0,coordenada Wikidata,BRA,BRA,Brazil,America Latina
5985707,Gaius Cassius Longinus,83460,MILITARY PERSONNEL,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
20489777,Hasdrubal I of Carthage,83481,POLITICIAN,,,,sin dato en Wikidata,,,,
43252992,Marguerite Pindling,83500,POLITICIAN,Bahamas,,,ciudadania (Wikidata),BHS,BHS,The Bahamas,Caribe
2054749,Hans Adolph Brorson,83513,RELIGIOUS FIGURE,Reino de Dinamarca,,,ciudadania (Wikidata),DNK,DNK,Denmark,Europa Occidental
41809753,Pharnabazus I,83535,POLITICIAN,,,,sin dato en Wikidata,,,,
5774525,Athenodorus of Byzantium,83568,RELIGIOUS FIGURE,,,,sin dato en Wikidata,,,,
421043,Alla Rakha,83587,MUSICIAN,Ghagwal,75.2,32.51,coordenada Pantheon (sin pais),,,,
37259514,Yarim-Lim I,83596,POLITICIAN,,,,sin dato en Wikidata,,,,
5319574,Lucius Calpurnius Piso Caesoninus,83601,POLITICIAN,Antigua Roma,12.48,41.89,coordenada Wikidata,ITA,ITA,Italy,Europa Occidental
40453422,Ermir Lenjani,83610,SOCCER PLAYER,"Kamenica, Kosovo",21.575,42.58388889,coordenada Pantheon,XKX,XKX,Kosovo,Europa del Este/Asia Central
17352340,Baadur Jobava,83611,CHESS PLAYER,Gali (town),41.73333333,42.63333333,coordenada Pantheon,GEO,GEO,Georgia,Europa del Este/Asia Central
37775026,Juraj Drašković,83626,RELIGIOUS FIGURE,Hungría,,,ciudadania (Wikidata),HUN,HUN,Hungary,Europa del Este/Asia Central
